"Existing
PO Number",PO Description (optional),Buyer ,Vendor Name,VENDOR_SITE_CODE,Ship to,Bill To,PO Currency,PAYMENT TERMS,Freight Terms/ Incoterms,"Carrier
Freight Payment Terms","FOB 
Destination / Origin",Note To Receiver (optional),Note to Supplier (optional),Line#,LINE_TYPE,ITEM,ITEM REVISION,"Category
(see note#1)","Line Description 
(see note# 1)",UOM,UNIT PRICE,Supplier item (optional),SHIPMENT#,open quantity,NEED BY DATE,PROMISED_DATE,RECEIPT REQUIRED? ,TAX_CODE,"Charge Account
(see note#1)",Vendor Site ID,Consigned (Yes/No),Plant Code,PR#,PR Item,Requestor,PR Text,Cost Center Code,Cost Center,Asset NO,APL Stauts,Vendor ID, Internal Order#
4500397045,,Jane Wang,"Fuzhou United-Creation M&E Equipment Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,,,,10,NB Standard PO,10153929,,,,EA,306.8500,,,40.000,22-01-2025,22-01-2025,,0 %,,,No,4020,0011168342,10,内设+祝昌炲,,#N/A,,,,0008100068,
4500397297,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,66456087,E1,,,EA,1615.0000,,,12.000,27-12-2024,27-12-2024,,13 %,,,No,1000,0011174432,10,计划+唐学涛,,#N/A,,,,0000002000,
4500397322,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,1446556,B,,,EA,390.2700,,,50.000,04-01-2025,02-01-2025,,13 %,,,No,1001,0011145245,140,Tencen+Aiden,,#N/A,,,已纳入APL,0008103857,
4500397322,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,1446556,B,,,EA,390.2700,,,70.000,04-01-2025,02-01-2025,,13 %,,,No,1001,0011160358,10,Tencen+Aiden,,#N/A,,,已纳入APL,0008103857,
4500397412,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,PA515824,A,,,EA,1939.2100,,,30.000,23-12-2024,23-12-2024,,13 %,,,No,1000,0011152821,10,计划+胡丽达,,#N/A,,,已纳入APL,0008103857,
4500397412,,Owen Zheng,"Shenzhen Fastrain Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,50,NB Standard PO,PA515824,A,,,EA,1939.2100,,,40.000,02-01-2025,02-01-2025,,13 %,,,No,1000,0011154351,10,计划+胡丽达,,#N/A,,,已纳入APL,0008103857,
4500397544,,Jane Wang,"Fuzhou Cangshan Fucan Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32301302,,,,KG,2.0000,,,6125.000,20-01-2025,20-01-2025,,13 %,,,No,4010,0011174592,60,计划+刘清,,#N/A,,,,0008100634,
4500396137,,Sandy Tong,"Fujian Acetron New Materials Co., Ltd",,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,N090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30137044,,,,EA,0.0000,,,50.000,13-01-2025,13-01-2025,,13 %,,,Yes,2030,0011166543,270,曾辉,,#N/A,,,已纳入APL,0008100346,
4500396144,,Yanwen Wu,Suzhou Yijia Fine Electric Technology Co,,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,30,NB Standard PO,10039995,,,,EA,1.3800,,,50.000,20-12-2024,20-12-2024,,13 %,,,No,7000,0011166524,30,PIC-wuyw,,#N/A,,,,0008104541,
4500396150,,Nancy Wang,"Fuzhou Minhang purification equipment Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,,,,10,NB Standard PO,10139284,,,,EA,0.4513,,,21000.000,27-12-2024,27-12-2024,,13 %,,,No,4010,0011162838,110,计划+刘清,,#N/A,,,已纳入APL,0008100390,
4500396241,,Xiaodong Zhuang,"Fuzhou Shenhui Chemical Instrument & Equipment Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,30008285,,,,BOT,11.3300,,,5000.000,26-02-2025,26-02-2025,,13 %,,,No,2000,0011167329,30,仓库+王金霞,,#N/A,,,已纳入APL,0008100029,
4500396261,,Xiuhua Jiang,Shenzhen Gotop Industrial Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,1448231,A,,,EA,0.6000,,,1000.000,27-12-2024,27-12-2024,,13 %,,,No,1001,0011166052,20,Tencent+徐国光,,#N/A,,,工程验证,0008100166,
4500396309,,Xiuhua Jiang,Yuyao Jin Xing Pricision Plastic plant,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,车间需求，可以整合提前5天到货。,30,NB Standard PO,30314069,A,,,EA,1.1000,,,1500.000,31-12-2024,31-12-2024,,13 %,,,No,2000,0011166764,120,旋转片+谢仁华,,#N/A,,,已纳入APL,0008101943,
4500396325,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32428247,C,,,SET,2.8000,,,8400.000,20-12-2024,20-12-2024,,13 %,,,No,2000,0011167485,10,光纤激光+朱祥英,,#N/A,,,已纳入APL,0008100053,
4500396345,,Yanwen Wu,"Suzhou Dinos Electronics Technology Co.,",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,10,NB Standard PO,30171648,,,,ROL,11.6400,,,30.000,24-12-2024,24-12-2024,,13 %,,,No,7000,0011167497,10,PIC-wuyw,,#N/A,,,,0008104526,
4500396460,,Yanping Chen,II-VI Laser Enterprise Gmbh,,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N030,EXW,,Ex-Works,,,10,NB Standard PO,PA516870,,,,EA,372.1700,,,300.000,20-04-2025,20-04-2025,,0 %,,,No,5210,0011166761,10,Elaine,,#N/A,,,已纳入APL,000000Z011,
4500396520,,Xiaoping Huang,Beijing Crystal Photoelectric Science&Technology Inc Jiyuan Branch,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,30413014,B,,,EA,10.5000,,,1000.000,13-01-2025,09-01-2025,,13 %,,,No,2000,0011167622,20,光学+计划宋晓菲,,#N/A,,,已纳入APL,0008101409,
4500396546,,Lin Zhuang,"Fuzhou Photop Optics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N030,DEW,,Discharge to buyer's warehouse,,,110,NB Standard PO,65492912,A,,,EA,116.2200,,,220.000,27-12-2024,27-12-2024,,13 %,,,No,1000,0011167651,30,计划+唐学涛,,#N/A,,,已纳入APL,0000002000,
4500396554,,Xiaodong Zhuang,Fuzhou Youkuai trading company Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,19093341,,,,EA,32.4800,,,10.000,24-12-2024,24-12-2024,,13 %,,,No,2000,0011166774,30,wafer+林万银,,#N/A,,,,0008102697,
4500396554,,Xiaodong Zhuang,Fuzhou Youkuai trading company Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,20011855,,,,EA,179.4800,,,8.000,20-12-2024,20-12-2024,,13 %,,,No,2000,0011167631,20,设备组+罗爱银,,#N/A,,,,0008102697,
4500396569,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32505249,A0,,,SET,13.5000,,,100.000,31-12-2024,24-12-2024,,13 %,,,No,2000,0011166774,120,明月+叶玉珍,,#N/A,,,已纳入APL,0008100053,
4500396614,,Marina Ni,II-VI Laser Enterprise Gmbh,,,"Unit 1402, 14th Floor, Henley Building, No. 5 Queen's Road Central, Hong Kong",USD,N030,EXW,,Ex-Works,,End User: MILLI-TECH ELECTRONICS LIMITED,10,NB Standard PO,APA1101010300,,,,EA,0.0900,,,300000.000,20-12-2024,20-12-2024,,0 %,,,No,8800,0011167980,10,Intercompany,,,,,,000000Z011,
4500396664,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,32121845,A,,,EA,3.8500,,,200.000,25-12-2024,24-12-2024,,13 %,,,No,2000,0011167507,150,平面+姜静静,,#N/A,,,已纳入APL,0008100053,
4500396850,,Owen Zheng,"Zhongshan Puhuixin CommunicationTechnology, Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,20,NB Standard PO,P6114829,C,,,EA,0.0000,,,1200.000,06-01-2025,27-12-2024,,13 %,,,Yes,1000,0011167987,80,计划+林钰佳,,#N/A,,,已纳入APL,0008105019,
4500396850,,Owen Zheng,"Zhongshan Puhuixin CommunicationTechnology, Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,30,NB Standard PO,P6113224,F,,,EA,0.0000,,,1400.000,06-01-2025,27-12-2024,,13 %,,,Yes,1000,0011167987,100,计划+林钰佳,,#N/A,,,已纳入APL,0008105019,
4500396850,,Owen Zheng,"Zhongshan Puhuixin CommunicationTechnology, Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,50,NB Standard PO,P2105712,M,,,EA,0.0000,,,3000.000,06-01-2025,27-12-2024,,13 %,,,Yes,1000,0011168119,10,计划+林钰佳,"RLS-240 materials, transfer materials from FBN",#N/A,,,已纳入APL,0008105019,
4500396862,,Owen Zheng,"Zhongshan Puhuixin CommunicationTechnology, Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,,,,,,40,NB Standard PO,P2105709,H,,,EA,28.7000,,,200.000,06-01-2025,27-12-2024,,13 %,,,No,1000,0011167988,20,计划+林钰佳,,#N/A,,,已纳入APL,0008105019,
4500396936,,Shaohong Liu,"Fuzhou Gude Wood Products Co., Ltd",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z060,,,,,,10,NB Standard PO,32173200,,,,EA,174.0200,,,60.000,23-12-2024,23-12-2024,,0 %,,,No,4020,0011167876,90,计划+刘清,,#N/A,,,已纳入APL,0008104877,
4500396942,,Shaohong Liu,"Fuzhou xingjiaxing zhipin baozhuang Co., Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z060,DEW,,,,,10,NB Standard PO,30265684,,,,EA,14.5000,,,300.000,31-12-2024,31-12-2024,,0 %,,,No,4020,0011167876,150,计划+刘清,,#N/A,,,已纳入APL,0008101578,
4500395002,,Dawn Chen,Coherent Corp.,,"4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan","4F., No.100, Ruiguang Rd., Neihu Dist., Taipei city 11491, Taiwan",USD,N030,DAP,,,,,20,NB Standard PO,949531,,,,EA,51.0000,,,30.000,17-12-2024,17-12-2024,,0 %,,,No,7020,0011164077,10,部门专用料,,,,,,000000Z003,
4500395027,,Xiaodong Zhuang,Fuzhou Youkuai trading company Ltd.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,10014237,,,,EA,81.0500,,,3.000,03-01-2025,03-01-2025,,13 %,,,No,2000,0011163805,410,晶体+叶智懿,,#N/A,,,,0008102697,
4500395072,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,40,NB Standard PO,32502899,A0,,,SET,23.5000,,,50.000,10-01-2025,20-12-2024,,13 %,,,No,2000,0011163293,100,旋转片+林武钬,,#N/A,,,已纳入APL,0008100053,
4500395122,,Ealon Yu,"Fujikura (China) Co.,Ltd",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N090,,,,,,10,NB Standard PO,P6112614,05,,,EA,0.0000,,,14000.000,13-12-2024,13-12-2024,,0 %,,,Yes,5210,0011164282,10,Elaine,,#N/A,,,已纳入APL,0008200897,
4500395146,,Shaohong Liu,"Fujian Dongzhou Environmental Protection Co.,Ltd.",,"3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China","3/F, C-12, 253 Fuxin East Rd., Fuzhou Fujian 350014, China",CNY,Z030,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,30106309,,,,BAR,227.4300,,,6.000,06-01-2025,06-01-2025,,13 %,,,No,4010,0011164110,60,外设+温德昌,,#N/A,,,,0008103082,
4500395159,,Owen Zheng,"Siny Optic-com Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,30,NB Standard PO,66482495,,,,EA,3.9900,,,20000.000,25-12-2024,25-12-2024,,13 %,,,No,1000,0011164132,30,计划+钟银秀,,#N/A,,,工程验证,0008102145,
4500395159,,Owen Zheng,"Siny Optic-com Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,,,,,,30,NB Standard PO,66482495,,,,EA,3.9900,,,20000.000,28-12-2024,28-12-2024,,13 %,,,No,1000,0011164132,30,计划+钟银秀,,#N/A,,,工程验证,0008102145,
4500395181,,Xiaoping Huang,Ohara Corporation,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,EXW,,USA,,Required Thickness>15.5mm,20,NB Standard PO,30001082,,,,KG,103.3000,,,26.000,24-01-2025,10-01-2025,,0 %,,,No,2000,0011164335,20,明月+计划陈彬辉,,#N/A,,,已纳入APL,0008200153,
4500395307,,JingRu Yang,Coherent Corp.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,New Jersey,,,10,NB Standard PO,32486760,A,,,EA,45.7000,,,240.000,15-12-2025,15-12-2025,,0 %,,,No,2000,0011163756,20,旋转片+计划杨蕾蕾,,#N/A,,,已纳入APL,000000Z021,
4500395307,,JingRu Yang,Coherent Corp.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,FCA,,New Jersey,,,20,NB Standard PO,32325335,A,,,EA,45.7000,,,4000.000,15-12-2025,15-12-2025,,0 %,,,No,2000,0011163756,10,旋转片+计划杨蕾蕾,,#N/A,,,已纳入APL,000000Z021,
4500395341,,Haini Zhang,"Jiaozuo Mingze Magnetics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S120,DEW,,Discharge to buyer's warehouse,,,20,NB Standard PO,32307559,B,,,EA,0.5000,,,1500.000,21-01-2025,18-01-2025,,13 %,,,No,1000,0011164377,10,计划+唐学涛,,#N/A,,,已纳入APL,0008100317,
4500395344,,Haini Zhang,"Shen Zhen Crystal Technology Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30345162,,,,EA,20.8900,,,650.000,06-01-2025,18-12-2024,,13 %,,,No,2000,0011164518,70,镀膜+公共,,#N/A,,,已纳入APL,0008101517,
4500395352,,Da Wei,Fuzhou Gulou Tengxiang Trade Firm,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32499892,,,,KAR,84.9600,,,50.000,09-01-2025,09-01-2025,,13 %,,,No,2000,0011164394,40,旋转片+谢仁华,,#N/A,,,,0008100095,
4500395363,,Ellen Dai,"Suzhou Taiqi Precision Technology Co., L",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,10,NB Standard PO,30172410,,,,EA,0.7300,,,4000.000,16-12-2024,16-12-2024,,13 %,,,No,7000,0011164182,10,PIC-戴容容,,#N/A,,,,0008104524,
4500395364,,Ellen Dai,"Yashiwei  Industrial Global Co., Ltd.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",CNY,Z090,,,,,,10,NB Standard PO,30173123,,,,EA,0.1100,,,10000.000,12-12-2024,12-12-2024,,13 %,,,No,7000,0011164183,10,PIC-戴容容,,#N/A,,,,0008100582,
4500395376,,Xiuhua Jiang,Fuzhou development zone fuxin photoelectric instrument factory,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,70,NB Standard PO,30319927,B,,,EA,2.5000,,,400.000,28-12-2024,28-12-2024,,13 %,,,No,2000,0011164413,600,NPI+吴伏尘OAP-B,,#N/A,,,货源验证,0008100053,
4500395494,,Xiaodong Zhuang,YUNNAN OPTO-ELECTRO AUXILIARY MATERIAL CO.LTD,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32129902,,,,BAR,240.0000,,,30.000,09-01-2025,09-01-2025,,13 %,,,No,2000,0011165309,140,仓库+王金霞,,#N/A,,,已纳入APL,0008100516,
4500395541,,Xiuhua Jiang,Hunan ESTEE technologies co. LTD,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,Z060,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32383515,,,,EA,14.5000,,,2500.000,30-12-2024,24-12-2024,,13 %,,,No,2000,0011164591,70,平面+姜静静,,#N/A,,,已纳入APL,0008103865,
4500395544,,Thomas Zhang,8200053G ILLUMINATION,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,FOB,,Fremont,,,10,NB Standard PO,32348404,,,,ROL,265.0000,,,15.000,06-01-2025,27-12-2024,,0 %,,,No,1000,0011160257,60,计划+唐学涛,,#N/A,,,已纳入APL,0008200053,
4500395582,,Xiaodong Zhuang,"Vallen Industrial Technology(Shanghai) Co., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,32438712,,,,PAA,2.8600,,,1000.000,04-01-2025,04-01-2025,,13 %,,,No,2000,0011165733,120,柱面+潘顺,,#N/A,,,,0008104965,
4500395591,,Yanping Chen,"II-VI Laser Enterprise Philippines, Inc.",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N030,EXW,,Calamba,,,10,NB Standard PO,PA012225,,,,EA,53.4400,,,12000.000,03-03-2025,03-03-2025,,0 %,,,No,5210,0011163172,10,Elaine,,#N/A,,,已纳入APL,000000Z019,
4500395599,,Xiaoping Huang,Ohara Corporation,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,EXW,,USA,,,10,NB Standard PO,30000988,,,,KG,396.9000,,,7.700,02-01-2025,18-12-2024,,0 %,,,No,2000,0011164637,10,球面+计划黎秋琴,,#N/A,,,已纳入APL,0008200153,
4500395599,,Xiaoping Huang,Ohara Corporation,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",USD,N060,EXW,,USA,,,20,NB Standard PO,32391343,,,,KG,99.2300,,,7.900,02-01-2025,18-12-2024,,0 %,,,No,2000,0011164637,20,球面+计划黎秋琴,,#N/A,,,工程验证,0008200153,
4500395614,,Haini Zhang,"Fujian Acetron New Materials Co., Ltd",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,N090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30364880,,,,EA,1630.0000,,,4.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011165920,180,HELIOS+镀膜,,#N/A,,,已纳入APL,0008100346,
4500395616,,Haini Zhang,Fuzhou chaoqun machinery mold co. LTD.,,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,60,NB Standard PO,20751418,A,,,EA,2.1300,,,7000.000,18-12-2024,18-12-2024,,13 %,,,No,2000,0011165920,200,镀膜+公共,,#N/A,,,,0008103073,
4500395783,,Yanping Chen,"II-VI Laser Enterprise Philippines, Inc.",,"No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.","No. 2 Fenghuang Rd, Futian bonded area,Futian, Shenzhen, Guangdong, P.R.C.",USD,N030,EXW,,Calamba,,,10,NB Standard PO,PA515694,,,,EA,46.9800,,,6000.000,03-03-2025,03-03-2025,,0 %,,,No,5210,0011165784,10,Elaine,,#N/A,,,已纳入APL,000000Z019,
4500395784,,Marina Ni,"Coherent Thermal Solutions,  Inc",,"Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China","Floor 1,No.318 Fuguang Road, Jinan District Fuzhou, Fujian 350014, China",USD,N030,CPT,,FUZHOU,,"End User: Xi'An TianLong Technology Co., Ltd.",10,NB Standard PO,XLT2427-03AC-31,,,,EA,46.6200,,,100.000,08-01-2025,08-01-2025,,0 %,,,No,8600,0011166352,10,物料计划BOM料,,,,,,000000Z001,
4500395792,,Sandy Tong,"Guangzhou Fengtu Optical Instrument Co.,",,"1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN","1st Floor, Building 5,NO.9,Lanyu 4thStreet, Kaifa Avenue, Guangzhou, P.R. CN",CNY,S090,DEW,,Guangzhou,,,10,NB Standard PO,66354969,C,,,EA,1.2000,,,27000.000,02-01-2025,02-01-2025,,13 %,,,No,2030,0011166344,20,尹碧华,,#N/A,,,已纳入APL,0008102299,
4500395798,,Jane Sun,"Xiamen San-u Optronics Co., Ltd.",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,B180,DEW,,Discharge to buyer's warehouse,,,30,NB Standard PO,60159469,E,,,EA,6.2900,,,1800.000,08-01-2025,07-01-2025,,13 %,,,No,1000,0011166318,40,计划+汪振芳,,#N/A,,,已纳入APL,0008100108,
4500395801,,Da Wei,"Vallen Industrial Technology(Shanghai) Co., LTD",,"253 Fuxin East Road, Fuzhou Fujian 350014, China","56 Fuxing Road, Jinan District Fuzhou, Fujian 350014, China",CNY,S090,DEW,,Discharge to buyer's warehouse,,,10,NB Standard PO,30057533,,,,KAR,115.0000,,,100.000,12-01-2025,12-01-2025,,13 %,,,No,2000,0011158510,70,仓库+王金霞,,#N/A,,,,0008104965,
4500395814,,Yanwen Wu,"II-VI Performance Metals, Inc.",,"No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China","No.12 Su Tong Road,Suzhou Industrial Park Suzhou, Jiangsu, China",USD,N030,FCA,,MANILA,,,10,NB Standard PO,4184661,,,,EA,117.6900,,,200.000,06-01-2025,06-01-2025,,0 %,,,No,7000,0011166329,10,Plan-Carol,,#N/A,,,,000000Z060,
